,name,artistName,trackName,msPlayed,datetime,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,,,,,,,,,,
5892,空色デイズ___Shoko Nakagawa,Shoko Nakagawa,空色デイズ,0,4/28/20 15:07,0.398,0.971,-2.873,0.125,0.00137,0.000323,0.344,0.502,174.021,251640,,,,,,,,,,
5893,You & Me - Flume Remix___Disclosure,Disclosure,You & Me - Flume Remix,755,4/28/20 15:07,0.593,0.392,-6.872,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,,,,,,,,,,
5894,Nevada___Vicetone,Vicetone,Nevada,775,4/28/20 15:07,0.605,0.783,-4.271,0.0324,0.299,0.000175,0.133,0.105,124.015,208562,,,,,,,,,,
5895,again___YUI,YUI,again,5383,4/28/20 15:08,0.62,0.836,-4.27,0.0354,0.0427,0,0.337,0.546,140.073,255213,,,,,,,,,,
5896,Epilogue: Young Forever___BTS,BTS,Epilogue: Young Forever,2068,4/28/20 15:08,0.606,0.815,-3.818,0.231,0.04,0,0.119,0.386,88.062,171803,,,,,,,,,,
5897,空色デイズ___Shoko Nakagawa,Shoko Nakagawa,空色デイズ,1953,4/28/20 15:08,0.398,0.971,-2.873,0.125,0.00137,0.000323,0.344,0.502,174.021,251640,,,,,,,,,,
5898,One - Radio Edit___Swedish House Mafia,Swedish House Mafia,One - Radio Edit,870,4/28/20 15:12,0.802,0.781,-6.564,0.0368,0.0075,0.825,0.147,0.622,125.026,169920,,,,,,,,,,
5899,again___YUI,YUI,again,243425,4/28/20 15:12,0.62,0.836,-4.27,0.0354,0.0427,0,0.337,0.546,140.073,255213,,,,,,,,,,
5900,Rude - Zedd Remix___MAGIC!,MAGIC!,Rude - Zedd Remix,730,4/28/20 15:12,0.598,0.836,-2.388,0.0457,0.0324,2.44E-06,0.0751,0.343,130.009,273231,,,,,,,,,,
5901,Live The Night___W&W,W&W,Live The Night,1384,4/28/20 15:12,0.805,0.968,-3.909,0.227,0.00707,0.00091,0.368,0.211,127.984,133125,,,,,,,,,,
5902,Supernova (Interstellar) - Radio Edit___Steve Aoki,Steve Aoki,Supernova (Interstellar) - Radio Edit,1264,4/28/20 15:12,0.607,0.959,-3.658,0.0695,0.000969,0.000274,0.735,0.413,130.026,188308,,,,,,,,,,
5903,Supernova (Interstellar) - Radio Edit___Steve Aoki,Steve Aoki,Supernova (Interstellar) - Radio Edit,19346,4/28/20 15:12,0.607,0.959,-3.658,0.0695,0.000969,0.000274,0.735,0.413,130.026,188308,,,,,,,,,,
5904,Frontlines___Zeds Dead,Zeds Dead,Frontlines,800,4/28/20 15:12,0.407,0.925,-4.155,0.0747,0.0113,0.0025,0.192,0.119,151.993,214733,,,,,,,,,,
5905,If I Lose Myself - Alesso vs OneRepublic___OneRepublic,OneRepublic,If I Lose Myself - Alesso vs OneRepublic,852,4/28/20 15:12,0.523,0.782,-4.846,0.041,0.219,1.03E-05,0.133,0.164,125.998,214813,,,,,,,,,,
5906,Until You Were Gone (feat. Emily Warren) - Reez Remix___The Chainsmokers,The Chainsmokers,Until You Were Gone (feat. Emily Warren) - Reez Remix,982,4/28/20 15:12,0.509,0.733,-6.127,0.0569,0.064,2.20E-06,0.358,0.316,128.021,216267,,,,,,,,,,
5907,Until You Were Gone (feat. Emily Warren) - Reez Remix___The Chainsmokers,The Chainsmokers,Until You Were Gone (feat. Emily Warren) - Reez Remix,1007,4/28/20 15:12,0.509,0.733,-6.127,0.0569,0.064,2.20E-06,0.358,0.316,128.021,216267,,,,,,,,,,
5908,Bang Boom___Tommie Sunshine,Tommie Sunshine,Bang Boom,979,4/28/20 15:12,0.672,0.908,-6.025,0.0348,0.0137,0.859,0.0885,0.153,127.984,140000,,,,,,,,,,
5909,Touch off___UVERworld,UVERworld,Touch off,19005,4/28/20 15:15,0.499,0.891,-3.757,0.046,2.86E-05,0.000328,0.28,0.215,99.999,260707,,,,,,,,,,
5910,If I Lose Myself - Alesso vs OneRepublic___OneRepublic,OneRepublic,If I Lose Myself - Alesso vs OneRepublic,5164,4/28/20 15:15,0.523,0.782,-4.846,0.041,0.219,1.03E-05,0.133,0.164,125.998,214813,,,,,,,,,,
5911,Bang Boom___Tommie Sunshine,Tommie Sunshine,Bang Boom,140000,4/28/20 15:15,0.672,0.908,-6.025,0.0348,0.0137,0.859,0.0885,0.153,127.984,140000,,,,,,,,,,
5912,In My Mind (feat. Georgi Kay) - Axwell Radio Edit___Ivan Gough,Ivan Gough,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,185624,4/28/20 15:18,0.51,0.831,-4.514,0.0606,0.0435,3.14E-06,0.346,0.376,128.025,185625,,,,,,,,,,
5913,Proxy___Martin Garrix,Martin Garrix,Proxy,279384,4/28/20 15:23,0.682,0.698,-5.679,0.0335,0.0087,0.834,0.237,0.257,128.059,279385,,,,,,,,,,
5914,Profondo___Alesso,Alesso,Profondo,4555,4/28/20 15:23,0.239,0.562,-9.403,0.0663,0.159,0.414,0.714,0.175,79.262,140040,,,,,,,,,,
5915,Years___Alesso,Alesso,Years,711,4/28/20 15:23,0.368,0.823,-6.245,0.0804,0.00234,1.91E-06,0.174,0.323,128.004,195467,,,,,,,,,,
5916,Rattle___Bingo Players,Bingo Players,Rattle,14949,4/28/20 15:23,0.744,0.957,-4.8,0.0519,0.00152,0.884,0.352,0.529,127.991,287184,,,,,,,,,,
5917,Hacking to the Gate___Shoujy,Shoujy,Hacking to the Gate,22579,4/28/20 15:24,0.531,0.835,-9.555,0.0578,0.0283,0,0.36,0.876,161.018,91983,,,,,,,,,,
5918,Hacking to the Gate - symphonic ver.___いとうかなこ,いとうかなこ,Hacking to the Gate - symphonic ver.,179772,4/28/20 15:27,0.416,0.614,-7.044,0.0392,0.727,0.156,0.274,0.301,80.371,258360,,,,,,,,,,
5919,MUKANJYO___Survive Said The Prophet,Survive Said The Prophet,MUKANJYO,192400,4/28/20 15:30,0.316,0.961,-4.082,0.129,0.00364,0,0.226,0.304,94.858,192400,,,,,,,,,,
5920,asphyxia___Cö Shu Nie,Cö Shu Nie,asphyxia,3758,4/28/20 15:30,0.192,0.913,-3.318,0.15,0.05,0,0.283,0.39,82.52,174893,,,,,,,,,,
5921,Dark Warrior___Andrew Rayel,Andrew Rayel,Dark Warrior,151818,4/28/20 15:32,0.477,0.818,-6.598,0.0659,0.000357,0.316,0.246,0.188,132.135,151818,,,,,,,,,,
5922,Alarm - Marshmello Remix___Anne-Marie,Anne-Marie,Alarm - Marshmello Remix,4480,4/28/20 15:32,0.684,0.975,-0.045,0.0904,0.0429,0,0.064,0.7,141.994,219718,,,,,,,,,,
5923,Ready___WiDE AWAKE,WiDE AWAKE,Ready,198570,4/28/20 15:36,0.715,0.872,-3.835,0.0509,0.00351,3.84E-05,0.107,0.748,93.043,200947,,,,,,,,,,
5924,Find Me___Marshmello,Marshmello,Find Me,180000,4/28/20 15:39,0.557,0.889,-4.045,0.0499,0.00012,0.000225,0.325,0.173,142.015,180000,,,,,,,,,,
5925,Swipe___Showtek,Showtek,Swipe,232481,4/28/20 15:42,0.358,0.985,-3.323,0.0886,0.00449,0.00379,0.506,0.584,128.037,232481,,,,,,,,,,
5926,The Hum___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,The Hum,211000,4/28/20 15:46,0.729,0.947,-3.103,0.0458,0.211,0.822,0.367,0.209,130.005,211000,,,,,,,,,,
5927,Tsunami - Original Mix___DVBBS,DVBBS,Tsunami - Original Mix,236826,4/28/20 15:50,0.758,0.887,-6.167,0.0577,0.00145,0.199,0.0832,0.824,124.992,330075,,,,,,,,,,
5928,Arcade___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,Arcade,225000,4/28/20 15:53,0.565,0.957,-4.167,0.0723,0.00923,0.69,0.293,0.175,127.953,225000,,,,,,,,,,
5929,Virus (How About Now) - Radio Edit___Martin Garrix,Martin Garrix,Virus (How About Now) - Radio Edit,199426,4/28/20 15:57,0.5,0.861,-4.834,0.0386,0.00104,0.479,0.791,0.0725,128.004,199427,,,,,,,,,,
5930,Bigfoot___W&W,W&W,Bigfoot,175312,4/28/20 16:00,0.612,0.926,-3.952,0.0546,0.00131,0.577,0.238,0.145,127.959,175313,,,,,,,,,,
5931,Reload - Radio Edit___Sebastian Ingrosso,Sebastian Ingrosso,Reload - Radio Edit,39585,4/28/20 16:11,0.485,0.724,-4.633,0.0521,0.0736,0,0.0631,0.433,128.045,221273,,,,,,,,,,
5932,The Universe___Hardwell,Hardwell,The Universe,2234,4/29/20 4:14,0.669,0.917,-4.336,0.0824,0.000472,0.000707,0.119,0.132,130.015,262150,,,,,,,,,,
5933,Aftershock (feat. Jacquie)___Cash Cash,Cash Cash,Aftershock (feat. Jacquie),2285,4/29/20 4:15,0.544,0.811,-2.271,0.0515,0.052,0,0.121,0.188,129.011,206320,,,,,,,,,,
5934,MOONRISE___Quintino,Quintino,MOONRISE,61340,4/29/20 4:35,0.632,0.921,-7.284,0.0409,0.005,0.958,0.562,0.0751,127.953,168281,,,,,,,,,,
5935,THE DAY___PornoGraffitti,PornoGraffitti,THE DAY,1848,4/29/20 4:46,0.512,0.933,-4.759,0.0738,0.000761,0,0.342,0.465,92.998,241627,,,,,,,,,,
5936,Faded - Tungevaag & Raaban Remix___Alan Walker,Alan Walker,Faded - Tungevaag & Raaban Remix,922,4/29/20 4:46,0.638,0.81,-6.836,0.0671,0.00742,0.0475,0.101,0.155,128.041,251507,,,,,,,,,,
5937,ゴールデンタイムラバー___Sukima Switch,Sukima Switch,ゴールデンタイムラバー,1448,4/29/20 4:46,0.647,0.864,-5.19,0.0296,0.00536,0,0.403,0.767,125.095,339720,,,,,,,,,,
5938,ゴールデンタイムラバー___Sukima Switch,Sukima Switch,ゴールデンタイムラバー,4120,4/29/20 4:46,0.647,0.864,-5.19,0.0296,0.00536,0,0.403,0.767,125.095,339720,,,,,,,,,,
5939,Alone - MRVLZ Remix___Marshmello,Marshmello,Alone - MRVLZ Remix,631,4/29/20 4:46,0.625,0.921,-3.29,0.0305,0.0412,1.21E-05,0.0782,0.494,100.004,166002,,,,,,,,,,
5940,Like I Do___David Guetta,David Guetta,Like I Do,175002,4/29/20 4:46,0.635,0.9,-3.719,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,,,,,,,,,,
5941,Bazaar - Official Sunburn Goa 2015 Anthem___KSHMR,KSHMR,Bazaar - Official Sunburn Goa 2015 Anthem,1415,4/29/20 4:46,0.582,0.979,-2.492,0.0714,0.125,0.00152,0.339,0.196,128.01,172500,,,,,,,,,,
5942,Savior - Radio Edit___Bassjackers,Bassjackers,Savior - Radio Edit,2826,4/29/20 4:46,0.747,0.882,-3.317,0.0543,0.000322,0.218,0.351,0.308,128.095,170171,,,,,,,,,,
5943,crossing field___LiSA,LiSA,crossing field,793,4/29/20 4:46,0.447,0.983,-2.281,0.268,0.0157,0,0.276,0.317,179.072,248947,,,,,,,,,,
5944,MOONRISE___Quintino,Quintino,MOONRISE,168191,4/29/20 4:49,0.632,0.921,-7.284,0.0409,0.005,0.958,0.562,0.0751,127.953,168281,,,,,,,,,,
5945,Live The Night___W&W,W&W,Live The Night,132946,4/29/20 4:52,0.805,0.968,-3.909,0.227,0.00707,0.00091,0.368,0.211,127.984,133125,,,,,,,,,,
5946,The Universe___Hardwell,Hardwell,The Universe,158682,4/29/20 4:54,0.669,0.917,-4.336,0.0824,0.000472,0.000707,0.119,0.132,130.015,262150,,,,,,,,,,
5947,MUKANJYO___Survive Said The Prophet,Survive Said The Prophet,MUKANJYO,192196,4/29/20 4:57,0.316,0.961,-4.082,0.129,0.00364,0,0.226,0.304,94.858,192400,,,,,,,,,,
5948,Louder___MOTi,MOTi,Louder,161682,4/29/20 5:00,0.643,0.667,-6.993,0.152,0.0433,0,0.0904,0.485,145.999,217404,,,,,,,,,,
5949,Heroes (we could be)___Alesso,Alesso,Heroes (we could be),173119,4/29/20 16:42,0.503,0.748,-4.124,0.0619,0.0305,0,0.343,0.356,125.896,210013,,,,,,,,,,
5950,Animals - Radio Edit___Martin Garrix,Martin Garrix,Animals - Radio Edit,26662,4/29/20 17:59,0.593,0.914,-5.351,0.0363,0.00137,0.445,0.0714,0.0381,128.015,176120,,,,,,,,,,
5951,Whatcha Need___W&W,W&W,Whatcha Need,5994,4/29/20 17:59,0.393,0.94,-3.894,0.0718,0.0663,0.00264,0.546,0.297,129.958,147231,,,,,,,,,,
5952,Whatcha Need___W&W,W&W,Whatcha Need,141333,4/29/20 18:01,0.393,0.94,-3.894,0.0718,0.0663,0.00264,0.546,0.297,129.958,147231,,,,,,,,,,
5953,マリオネット___LOZAREENA,LOZAREENA,マリオネット,199746,4/29/20 18:05,0.608,0.884,-2.729,0.0411,0.243,0,0.229,0.606,105.036,199747,,,,,,,,,,
5954,No Money___Galantis,Galantis,No Money,189126,4/29/20 18:08,0.671,0.916,-4.014,0.0397,0.0282,0.00762,0.24,0.803,126.01,189127,,,,,,,,,,
5955,Flyers___BRADIO,BRADIO,Flyers,210083,4/29/20 18:11,0.45,0.857,-2.35,0.0398,0.0167,0,0.202,0.755,139.064,210084,,,,,,,,,,
5956,TECHNO (feat. Waka Flocka Flame)___Diplo,Diplo,TECHNO (feat. Waka Flocka Flame),208012,4/29/20 18:15,0.668,0.911,-4.157,0.0593,0.00505,0.000126,0.327,0.655,150.03,208012,,,,,,,,,,
5957,Comin in Hot___Jay Psar,Jay Psar,Comin in Hot,156000,4/29/20 18:17,0.708,0.749,-5.64,0.0897,0.0146,0,0.0913,0.382,96.016,223333,,,,,,,,,,
5958,Don't Let Me Down (feat. Daya) - W&W Remix___The Chainsmokers,The Chainsmokers,Don't Let Me Down (feat. Daya) - W&W Remix,195093,4/29/20 18:20,0.431,0.877,-5.677,0.121,0.041,0.00128,0.126,0.484,159.897,195093,,,,,,,,,,
5959,Cheap Thrills - Hex Cougar Remix___Sia,Sia,Cheap Thrills - Hex Cougar Remix,229693,4/29/20 18:24,0.628,0.724,-3.716,0.0689,0.428,1.28E-06,0.105,0.304,95.004,229693,,,,,,,,,,
5960,Blame (feat. John Newman)___Calvin Harris,Calvin Harris,Blame (feat. John Newman),212960,4/29/20 18:28,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,,,,,,,,,,
5961,Lightning Strikes___Steve Aoki,Steve Aoki,Lightning Strikes,238128,4/29/20 18:32,0.619,0.979,-6.194,0.108,0.0277,0.06,0.296,0.13,130.009,238128,,,,,,,,,,
5962,Habit - T-Mass Remix___Rain Man,Rain Man,Habit - T-Mass Remix,233616,4/29/20 18:35,0.439,0.829,-2.969,0.0679,0.174,0,0.391,0.375,149.932,233617,,,,,,,,,,
5963,GUD VIBRATIONS___NGHTMRE,NGHTMRE,GUD VIBRATIONS,224210,4/29/20 18:39,0.514,0.924,-5.417,0.052,0.000208,0.805,0.0684,0.0675,151.994,224211,,,,,,,,,,
5964,Raise Your Hands - Radio Edit___Ummet Ozcan,Ummet Ozcan,Raise Your Hands - Radio Edit,191249,4/29/20 18:42,0.711,0.958,-3.47,0.0443,0.00595,0.792,0.168,0.231,127.997,191250,,,,,,,,,,
5965,Big Bang (2015 Life In Color Anthem) - Zestty & Lev Remix Edit___Borgeous,Borgeous,Big Bang (2015 Life In Color Anthem) - Zestty & Lev Remix Edit,185678,4/29/20 18:45,0.629,0.95,-4.199,0.0646,0.00075,0.527,0.378,0.0643,128.057,185678,,,,,,,,,,
5966,Spotless___Martin Garrix,Martin Garrix,Spotless,195004,4/29/20 18:50,0.517,0.828,-5.648,0.0482,9.69E-05,0.841,0.411,0.0605,128.077,195005,,,,,,,,,,
5967,Louder___MOTi,MOTi,Louder,161718,4/29/20 18:52,0.643,0.667,-6.993,0.152,0.0433,0,0.0904,0.485,145.999,217404,,,,,,,,,,
5968,Backlash - Martin Garrix Radio Edit___DubVision,DubVision,Backlash - Martin Garrix Radio Edit,172913,4/29/20 18:55,0.603,0.792,-4.782,0.0472,0.00233,2.74E-06,0.168,0.195,126.926,172913,,,,,,,,,,
5969,Burn___KSHMR,KSHMR,Burn,225000,4/29/20 18:59,0.454,0.66,-4.357,0.168,0.0364,0,0.181,0.568,184.353,212374,,,,,,,,,,
5970,Memories (feat. Sirah) - Radio Edit___KSHMR,KSHMR,Memories (feat. Sirah) - Radio Edit,147725,4/29/20 19:14,0.519,0.731,-5.009,0.0504,0.0359,1.33E-05,0.784,0.301,128.066,185640,,,,,,,,,,
5971,Gurenge___JVNA,JVNA,Gurenge,8118,4/29/20 19:14,0.262,0.679,-3.882,0.0414,0.0737,0,0.145,0.0667,149.577,204800,,,,,,,,,,
5972,Red Lips (feat. Sam Bruno) - Skrillex Remix___Good Times Ahead,Good Times Ahead,Red Lips (feat. Sam Bruno) - Skrillex Remix,48412,4/29/20 19:15,0.528,0.983,-3.133,0.146,0.000518,0.000324,0.18,0.141,144.981,223448,,,,,,,,,,
5973,Red Lips (feat. Sam Bruno) - Skrillex Remix___Good Times Ahead,Good Times Ahead,Red Lips (feat. Sam Bruno) - Skrillex Remix,10621,4/29/20 19:17,0.528,0.983,-3.133,0.146,0.000518,0.000324,0.18,0.141,144.981,223448,,,,,,,,,,
5974,Red Lips (feat. Sam Bruno)___Good Times Ahead,Good Times Ahead,Red Lips (feat. Sam Bruno),87280,4/29/20 19:17,0.528,0.983,-3.133,0.146,0.000518,0.000324,0.18,0.141,144.981,223448,,,,,,,,,,
5975,Red Lips (feat. Sam Bruno) - Bart Claessen Remix___Good Times Ahead,Good Times Ahead,Red Lips (feat. Sam Bruno) - Bart Claessen Remix,12986,4/29/20 19:17,0.584,0.644,-3.862,0.0836,0.0539,0.000751,0.37,0.328,127.989,281836,,,,,,,,,,
5976,Red Lips - Original Mix___Deorro,Deorro,Red Lips - Original Mix,3767,4/29/20 19:17,0.727,0.97,-2.686,0.0946,0.00414,0.271,0.118,0.506,110.02,176727,,,,,,,,,,
5977,Red Lips - Remix___Yash,Yash,Red Lips - Remix,46523,4/29/20 19:18,0.466,0.762,-8.267,0.109,0.0206,0.884,0.0423,0.104,151.401,130403,,,,,,,,,,
5978,Red Lipstick___Rihanna,Rihanna,Red Lipstick,960,4/29/20 19:18,0.517,0.695,-7.659,0.118,0.0649,0,0.649,0.309,139.95,217440,,,,,,,,,,
5979,RED LIPS___CAMILA,CAMILA,RED LIPS,1651,4/29/20 19:18,0.81,0.808,-1.863,0.0799,0.339,0,0.186,0.754,104.009,201643,,,,,,,,,,
5980,RED LIPS___CAMILA,CAMILA,RED LIPS,485,4/29/20 19:18,0.81,0.808,-1.863,0.0799,0.339,0,0.186,0.754,104.009,201643,,,,,,,,,,
5981,Red Lips___Trapanation,Trapanation,Red Lips,563,4/29/20 19:18,0.528,0.983,-3.133,0.146,0.000518,0.000324,0.18,0.141,144.981,223448,,,,,,,,,,
5982,Red Lips___Trapanation,Trapanation,Red Lips,1073,4/29/20 19:18,0.528,0.983,-3.133,0.146,0.000518,0.000324,0.18,0.141,144.981,223448,,,,,,,,,,
5983,Red Lips___47love,47love,Red Lips,1362,4/29/20 19:18,0.528,0.983,-3.133,0.146,0.000518,0.000324,0.18,0.141,144.981,223448,,,,,,,,,,
5984,Red Lips___Sky Ferreira,Sky Ferreira,Red Lips,1010,4/29/20 19:18,0.608,0.738,-6.571,0.0351,0.000529,8.89E-05,0.101,0.779,129.039,143573,,,,,,,,,,
5985,Red Lips (feat. Sam Bruno) - Bart Claessen Remix___Good Times Ahead,Good Times Ahead,Red Lips (feat. Sam Bruno) - Bart Claessen Remix,14011,4/29/20 19:18,0.584,0.644,-3.862,0.0836,0.0539,0.000751,0.37,0.328,127.989,281836,,,,,,,,,,
5986,Red Lips (feat. Sam Bruno) - Bart Claessen Remix___Good Times Ahead,Good Times Ahead,Red Lips (feat. Sam Bruno) - Bart Claessen Remix,2430,4/29/20 19:18,0.584,0.644,-3.862,0.0836,0.0539,0.000751,0.37,0.328,127.989,281836,,,,,,,,,,
5987,Red Lips - Original Mix___Deorro,Deorro,Red Lips - Original Mix,0,4/29/20 19:18,0.727,0.97,-2.686,0.0946,0.00414,0.271,0.118,0.506,110.02,176727,,,,,,,,,,
5988,Red Lips (feat. Sam Bruno)___Good Times Ahead,Good Times Ahead,Red Lips (feat. Sam Bruno),50328,4/29/20 19:19,0.528,0.983,-3.133,0.146,0.000518,0.000324,0.18,0.141,144.981,223448,,,,,,,,,,
5989,Stronger___Stonebank,Stonebank,Stronger,2293,4/29/20 19:20,0.511,0.885,-3.259,0.287,0.00479,0.0645,0.115,0.343,170.002,320394,,,,,,,,,,
5990,We Are Your Friends - Organ Donors Remix___Exodus,Exodus,We Are Your Friends - Organ Donors Remix,172,4/29/20 19:20,0.648,0.902,-2.832,0.257,0.0417,0.03,0.217,0.361,128.19,306051,,,,,,,,,,
5991,Red Lips (feat. Sam Bruno) - Skrillex Remix___Good Times Ahead,Good Times Ahead,Red Lips (feat. Sam Bruno) - Skrillex Remix,594,4/29/20 19:20,0.528,0.983,-3.133,0.146,0.000518,0.000324,0.18,0.141,144.981,223448,,,,,,,,,,
5992,Red Lips (feat. Sam Bruno) - Skrillex Remix___Good Times Ahead,Good Times Ahead,Red Lips (feat. Sam Bruno) - Skrillex Remix,59575,4/29/20 19:20,0.528,0.983,-3.133,0.146,0.000518,0.000324,0.18,0.141,144.981,223448,,,,,,,,,,
5993,Be Alright___Stonebank,Stonebank,Be Alright,2210,4/29/20 19:20,0.538,0.77,-3.924,0.103,0.00216,0.165,0.355,0.235,170.035,299294,,,,,,,,,,
5994,Came Up___Flosstradamus,Flosstradamus,Came Up,1887,4/29/20 19:20,0.613,0.879,-4.649,0.0729,0.00908,1.66E-06,0.108,0.497,76.966,214929,,,,,,,,,,
5995,High You Are___What So Not,What So Not,High You Are,0,4/29/20 19:20,0.69,0.857,-5.613,0.0405,0.0557,0.11,0.0341,0.409,136.99,213340,,,,,,,,,,
5996,Squirm___Charlie Darker,Charlie Darker,Squirm,235,4/29/20 19:20,0.624,0.925,-2.504,0.319,0.00208,0.00547,0.062,0.401,127.936,241907,,,,,,,,,,
5997,Again & Again___Excision,Excision,Again & Again,5072,4/29/20 19:21,0.575,0.736,-6.001,0.0355,0.000216,0.000438,0.575,0.568,135.081,174119,,,,,,,,,,
5998,School Daze - Borgore & Tisoki Remix___Borgore,Borgore,School Daze - Borgore & Tisoki Remix,6101,4/29/20 19:21,0.642,0.788,-2.749,0.101,0.0184,4.86E-05,0.113,0.448,144.861,237724,,,,,,,,,,
5999,Hit Rwind - not sorry Remix___PhaseOne,PhaseOne,Hit Rwind - not sorry Remix,1837,4/29/20 19:21,0.574,0.877,-1.9,0.162,0.000683,0.0697,0.116,0.532,150.011,286425,,,,,,,,,,
6000,Beautiful Creatures (feat. MAX)___ILLENIUM,ILLENIUM,Beautiful Creatures (feat. MAX),8705,4/29/20 19:22,0.589,0.826,-4.577,0.0776,0.0663,0.000735,0.367,0.215,117.099,240508,,,,,,,,,,
6001,The Code - Radio Edit___W&W,W&W,The Code - Radio Edit,102265,4/29/20 19:22,0.677,0.911,-3.593,0.0799,0.0034,0.847,0.314,0.265,128.04,165000,,,,,,,,,,
6002,Show Me___Tiësto,Tiësto,Show Me,6850,4/29/20 19:23,0.791,0.267,-11.997,0.0415,0.674,0.534,0.102,0.544,165.99,215111,,,,,,,,,,
6003,Into The Light___Sick Individuals,Sick Individuals,Into The Light,2298,4/29/20 19:23,0.164,0.156,-22.941,0.0394,0.878,0.877,0.0915,0.0363,66.331,326296,,,,,,,,,,
6004,Jackie Chan - Sebastian Perez Remix___Tiësto,Tiësto,Jackie Chan - Sebastian Perez Remix,4042,4/29/20 19:23,0.606,0.913,-5.88,0.0745,0.00159,0,0.0814,0.75,125.065,224640,,,,,,,,,,
6005,Wolves - MOTi Remix___Selena Gomez,Selena Gomez,Wolves - MOTi Remix,1364,4/29/20 19:23,0.647,0.838,-3.752,0.0566,0.0183,0,0.129,0.371,125.927,184762,,,,,,,,,,
6006,Satisfaction Alarm - Hardwell Mashup Mix Cut___Benny Benassi,Benny Benassi,Satisfaction Alarm - Hardwell Mashup Mix Cut,21543,4/29/20 19:23,0.563,0.996,-4.883,0.154,0.000371,0.23,0.286,0.396,128.002,187504,,,,,,,,,,
6007,Eat Sleep Rave Repeat (feat. Beardyman) - Calvin Harris Radio Edit___Fatboy Slim,Fatboy Slim,Eat Sleep Rave Repeat (feat. Beardyman) - Calvin Harris Radio Edit,2828,4/29/20 19:23,0.697,0.947,-4.156,0.106,0.424,0.0527,0.128,0.626,128.004,168122,,,,,,,,,,
6008,It Feels - KSHMR Remix___NERVO,NERVO,It Feels - KSHMR Remix,5760,4/29/20 19:23,0.638,0.72,-5.204,0.0413,0.00784,0.00219,0.101,0.316,127.996,256875,,,,,,,,,,
6009,I Can't Stop Drinking About You - Chainsmokers Remix___Bebe Rexha,Bebe Rexha,I Can't Stop Drinking About You - Chainsmokers Remix,1650,4/29/20 19:23,0.637,0.664,-7.335,0.0388,0.0451,8.57E-06,0.0976,0.361,128.009,263960,,,,,,,,,,
6010,Bittersweet - Conro Remix___Dyro,Dyro,Bittersweet - Conro Remix,1962,4/29/20 19:23,0.594,0.839,-6.441,0.043,0.00661,0.00212,0.156,0.419,139.974,195099,,,,,,,,,,
6011,You - Tiësto vs. Twoloud Radio Edit___Galantis,Galantis,You - Tiësto vs. Twoloud Radio Edit,1301,4/29/20 19:23,0.358,0.918,-3.071,0.054,0.00099,0.0073,0.164,0.0936,127.942,215135,,,,,,,,,,
6012,Levels - Radio Edit___Avicii,Avicii,Levels - Radio Edit,3058,4/29/20 19:26,0.584,0.889,-5.941,0.0343,0.0462,0.828,0.309,0.464,126.04,199907,,,,,,,,,,
6013,Lullaby___R3HAB,R3HAB,Lullaby,142630,4/29/20 19:26,0.626,0.8,-3.988,0.035,0.0267,0.000138,0.0623,0.258,127.966,160184,,,,,,,,,,
6014,What You Do___R3HAB,R3HAB,What You Do,135288,4/29/20 19:28,0.64,0.896,-3.476,0.0778,0.0757,0.000149,0.346,0.213,127.858,159463,,,,,,,,,,
6015,All We Need (feat. Shy Girls) - Dzeko & Torres Remix Radio Edit___ODESZA,ODESZA,All We Need (feat. Shy Girls) - Dzeko & Torres Remix Radio Edit,8794,4/29/20 19:28,0.581,0.954,-3.336,0.081,0.0244,0.00413,0.223,0.616,127.959,191250,,,,,,,,,,
6016,I'll Wait___Kygo,Kygo,I'll Wait,6395,4/29/20 19:28,0.611,0.651,-6.973,0.0587,0.148,1.84E-05,0.105,0.357,122.983,215361,,,,,,,,,,
6017,Carry You Home (feat. StarGate & Aloe Blacc) - Tiësto's Big Room Mix___Tiësto,Tiësto,Carry You Home (feat. StarGate & Aloe Blacc) - Tiësto's Big Room Mix,1283,4/29/20 19:28,0.61,0.747,-4.614,0.0757,0.0194,4.99E-06,0.557,0.28,127.973,226875,,,,,,,,,,
6018,Parade___VINAI,VINAI,Parade,7431,4/29/20 19:28,0.542,0.923,-2.681,0.197,0.00216,0,0.15,0.599,152.066,161053,,,,,,,,,,
6019,Jack___Rudeboy Soundsystem,Rudeboy Soundsystem,Jack,1646,4/29/20 19:29,0.811,0.41,-8.214,0.0391,0.0365,6.63E-06,0.0799,0.626,103.965,254493,,,,,,,,,,
6020,Take Me Away___Third Party,Third Party,Take Me Away,1070,4/29/20 19:29,0.448,0.911,-3.095,0.0408,0.0214,0,0.059,0.255,127.127,234012,,,,,,,,,,
6021,Happier___Marshmello,Marshmello,Happier,7281,4/29/20 19:29,0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.015,214290,,,,,,,,,,
