,name,artistName,trackName,msPlayed,datetime,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,,,,,,,,,,
6022,If It Wasn't For You___Alesso,Alesso,If It Wasn't For You,1112,4/29/20 19:29,0.52,0.717,-4.695,0.0505,0.0432,0,0.146,0.239,125.899,232480,,,,,,,,,,
6023,So Good - Dawiid & Josef K & Filip Radic Remix___LVSN,LVSN,So Good - Dawiid & Josef K & Filip Radic Remix,3910,4/29/20 19:29,0.746,0.839,-5.458,0.0398,0.00767,0.00571,0.174,0.667,122.033,206557,,,,,,,,,,
6024,Higher Love___Kygo,Kygo,Higher Love,1594,4/29/20 19:29,0.693,0.678,-7.159,0.0324,0.0154,6.05E-06,0.101,0.404,103.952,228267,,,,,,,,,,
6025,One Last Time___Alesso,Alesso,One Last Time,1378,4/29/20 19:29,0.566,0.909,-7.281,0.054,0.004,0.0932,0.156,0.382,127.037,240384,,,,,,,,,,
6026,Heroes (we could be)___Alesso,Alesso,Heroes (we could be),977,4/29/20 19:29,0.503,0.748,-4.124,0.0619,0.0305,0,0.343,0.356,125.896,210013,,,,,,,,,,
6027,Baggage (with AlunaGeorge)___Gryffin,Gryffin,Baggage (with AlunaGeorge),11952,4/29/20 19:29,0.615,0.828,-3.887,0.0645,0.00899,0,0.483,0.561,122.995,196869,,,,,,,,,,
6028,Takeaway___The Chainsmokers,The Chainsmokers,Takeaway,1355,4/29/20 19:29,0.528,0.511,-8.144,0.0324,0.126,0,0.101,0.351,100.1,209880,,,,,,,,,,
6029,We’re The Same‬‬___Vigiland,Vigiland,We’re The Same‬‬,10407,4/29/20 19:29,0.671,0.597,-7.891,0.0333,0.094,0,0.0881,0.363,125.973,174065,,,,,,,,,,
6030,Forever Yours - Avicii Tribute___Kygo,Kygo,Forever Yours - Avicii Tribute,1512,4/29/20 19:29,0.529,0.612,-8.794,0.052,0.253,0,0.246,0.434,119.272,193847,,,,,,,,,,
6031,Holy Water___Galantis,Galantis,Holy Water,3090,4/29/20 19:29,0.587,0.734,-4.558,0.0407,0.0653,0.000571,0.398,0.401,125.848,176657,,,,,,,,,,
6032,All You Need To Know (feat. Calle Lehmann)___Gryffin,Gryffin,All You Need To Know (feat. Calle Lehmann),2426,4/29/20 19:29,0.513,0.788,-4.629,0.0364,0.00968,0,0.11,0.234,139.987,238459,,,,,,,,,,
6033,Wanted___NOTD,NOTD,Wanted,2242,4/29/20 19:29,0.693,0.674,-4.449,0.0723,0.185,0,0.0639,0.378,95.972,160998,,,,,,,,,,
6034,All For You - Eden Prince Remix___Years & Years,Years & Years,All For You - Eden Prince Remix,2698,4/29/20 19:29,0.692,0.826,-5.338,0.0774,0.0652,4.97E-06,0.191,0.609,122.053,210089,,,,,,,,,,
6035,In My Fantasy___Lucas Estrada,Lucas Estrada,In My Fantasy,1087,4/29/20 19:29,0.801,0.545,-6.748,0.0326,0.29,0.0595,0.0685,0.562,120.023,171793,,,,,,,,,,
6036,2 Hearts (feat. Gia Koka)___Sam Feldt,Sam Feldt,2 Hearts (feat. Gia Koka),1685,4/29/20 19:30,0.503,0.754,-3.634,0.0424,0.264,5.85E-05,0.297,0.597,116.524,186750,,,,,,,,,,
6037,WITHOUT YOU.___Discrete,Discrete,WITHOUT YOU.,1036,4/29/20 19:30,0.662,0.413,-7.357,0.0299,0.213,0,0.134,0.467,93.005,161385,,,,,,,,,,
6038,Drown (feat. Clinton Kane) - Nicky Romero Remix___Martin Garrix,Martin Garrix,Drown (feat. Clinton Kane) - Nicky Romero Remix,4110,4/29/20 19:30,0.589,0.698,-5.491,0.0553,0.0355,0,0.0773,0.437,126.094,187381,,,,,,,,,,
6039,Mind On Overdrive___Lucas Estrada,Lucas Estrada,Mind On Overdrive,4045,4/29/20 19:30,0.686,0.883,-5.316,0.0421,0.0404,0.000286,0.137,0.587,122.002,153726,,,,,,,,,,
6040,You'll Be OK___Gareth Emery,Gareth Emery,You'll Be OK,1346,4/29/20 19:30,0.484,0.494,-12.42,0.0338,0.0118,0.00111,0.166,0.122,134.961,209938,,,,,,,,,,
6041,Ritual___Tiësto,Tiësto,Ritual,10500,4/29/20 19:30,0.647,0.726,-4.389,0.0552,0.157,0,0.0844,0.767,114.996,198996,,,,,,,,,,
6042,Sad Song (feat. TINI)___Alesso,Alesso,Sad Song (feat. TINI),1235,4/29/20 19:30,0.734,0.693,-6.474,0.0361,0.0878,0,0.341,0.55,110.021,154024,,,,,,,,,,
6043,Hold On___Matt Nash,Matt Nash,Hold On,3599,4/29/20 19:30,0.618,0.443,-9.681,0.0526,0.469,0,0.0829,0.167,119.949,198853,,,,,,,,,,
6044,Heaven___Avicii,Avicii,Heaven,4038,4/29/20 19:30,0.592,0.873,-5.65,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262,,,,,,,,,,
6045,I Feel The Love___Tritonal,Tritonal,I Feel The Love,5216,4/29/20 19:30,0.555,0.813,-5.792,0.033,0.0201,0,0.165,0.435,125.034,213120,,,,,,,,,,
6046,Someone___Jubël,Jubël,Someone,2441,4/29/20 19:30,0.7,0.904,-4.03,0.0431,0.0531,8.03E-06,0.105,0.347,103.039,181102,,,,,,,,,,
6047,Keep You Mine___NOTD,NOTD,Keep You Mine,8288,4/29/20 19:30,0.81,0.788,-3.663,0.0447,0.267,0.000172,0.196,0.845,135.991,174761,,,,,,,,,,
6048,Used To Love (with Dean Lewis)___Martin Garrix,Martin Garrix,Used To Love (with Dean Lewis),97325,4/29/20 19:32,0.651,0.693,-4.722,0.0375,0.458,0,0.335,0.392,118.97,236765,,,,,,,,,,
6049,Home We'll Go (Take My Hand) - Michael Brun Remix___Steve Aoki,Steve Aoki,Home We'll Go (Take My Hand) - Michael Brun Remix,4996,4/29/20 19:35,0.658,0.611,-4.754,0.0356,0.36,0.00813,0.28,0.611,122.039,233735,,,,,,,,,,
6050,One Life___Mike Perry,Mike Perry,One Life,17810,4/29/20 19:35,0.653,0.757,-3.642,0.0555,0.0997,0,0.242,0.233,128.015,204591,,,,,,,,,,
6051,Something You Said___Wahlstedt,Wahlstedt,Something You Said,165237,4/29/20 19:35,0.742,0.741,-4.792,0.0311,0.0123,0.00029,0.0368,0.384,126.01,180000,,,,,,,,,,
6052,There For You___Gorgon City,Gorgon City,There For You,1247,4/29/20 19:35,0.533,0.844,-5.04,0.0302,0.00529,8.91E-05,0.0722,0.712,123.971,186493,,,,,,,,,,
6053,Rise Up___TheFatRat,TheFatRat,Rise Up,1941,4/29/20 19:35,0.614,0.694,-5.713,0.0932,0.254,2.63E-06,0.0733,0.578,163.942,169756,,,,,,,,,,
6054,Let's Hurt Tonight - BUNT. Remix___OneRepublic,OneRepublic,Let's Hurt Tonight - BUNT. Remix,14130,4/29/20 19:35,0.429,0.793,-3.543,0.0433,0.0192,6.88E-05,0.78,0.179,126.873,230685,,,,,,,,,,
6055,Never Be The Same___Tritonal,Tritonal,Never Be The Same,2283,4/29/20 19:35,0.504,0.87,-4.828,0.0449,0.0164,0,0.125,0.276,127.997,264375,,,,,,,,,,
6056,Kids - Seeb Remix___OneRepublic,OneRepublic,Kids - Seeb Remix,0,4/29/20 19:43,0.634,0.853,-2.798,0.0537,0.13,0,0.0774,0.443,102.074,195307,,,,,,,,,,
6057,Kids - Seeb Remix___OneRepublic,OneRepublic,Kids - Seeb Remix,5690,4/29/20 19:43,0.634,0.853,-2.798,0.0537,0.13,0,0.0774,0.443,102.074,195307,,,,,,,,,,
6058,Kids - Seeb Remix___OneRepublic,OneRepublic,Kids - Seeb Remix,660,4/29/20 19:43,0.634,0.853,-2.798,0.0537,0.13,0,0.0774,0.443,102.074,195307,,,,,,,,,,
6059,In Your Soul___Heynegaard,Heynegaard,In Your Soul,3470,4/29/20 19:43,0.797,0.923,-2.659,0.0741,0.16,0.00281,0.354,0.428,126.038,172381,,,,,,,,,,
6060,Million Voices___Armin van Buuren,Armin van Buuren,Million Voices,1251,4/29/20 19:43,0.466,0.869,-4.275,0.0529,0.0142,0.00241,0.115,0.185,126.113,187150,,,,,,,,,,
6061,High On Life (feat. Bonn)___Martin Garrix,Martin Garrix,High On Life (feat. Bonn),1232,4/29/20 19:43,0.414,0.486,-6.431,0.0311,0.0129,0,0.111,0.368,128.038,230762,,,,,,,,,,
6062,High On Life (feat. Bonn)___Martin Garrix,Martin Garrix,High On Life (feat. Bonn),730,4/29/20 19:43,0.414,0.486,-6.431,0.0311,0.0129,0,0.111,0.368,128.038,230762,,,,,,,,,,
6063,Never Die Young___M A I S Ø N,M A I S Ø N,Never Die Young,3758,4/29/20 19:43,0.794,0.559,-7.139,0.0681,0.128,5.76E-06,0.0679,0.341,124.96,172576,,,,,,,,,,
6064,Lost Soul___Deniz Koyu,Deniz Koyu,Lost Soul,2520,4/29/20 19:43,0.567,0.877,-3.214,0.0314,0.00166,0.000342,0.0992,0.341,125.007,230625,,,,,,,,,,
6065,Million Voices___Armin van Buuren,Armin van Buuren,Million Voices,109002,4/29/20 19:45,0.466,0.869,-4.275,0.0529,0.0142,0.00241,0.115,0.185,126.113,187150,,,,,,,,,,
6066,Hold Me Close (feat. Ella Henderson)___Sam Feldt,Sam Feldt,Hold Me Close (feat. Ella Henderson),185750,4/29/20 19:48,0.654,0.795,-4.419,0.0536,0.178,0,0.19,0.465,120.019,185750,,,,,,,,,,
6067,LIITA___Felix Jaehn,Felix Jaehn,LIITA,250560,4/29/20 19:52,0.748,0.552,-7.389,0.0339,0.0243,0.0132,0.0589,0.687,125.041,250560,,,,,,,,,,
6068,Body Back (feat. Maia Wright)___Gryffin,Gryffin,Body Back (feat. Maia Wright),214634,4/29/20 19:56,0.686,0.83,-4.437,0.0369,0.0948,1.33E-06,0.182,0.486,123.032,214634,,,,,,,,,,
6069,Sixteen - Don Diablo Remix___Ellie Goulding,Ellie Goulding,Sixteen - Don Diablo Remix,193548,4/29/20 19:59,0.493,0.773,-3.791,0.157,0.429,7.07E-06,0.0807,0.301,123.149,193548,,,,,,,,,,
6070,God Is A Dancer (with Mabel)___Tiësto,Tiësto,God Is A Dancer (with Mabel),3581,4/29/20 20:00,0.774,0.747,-3.908,0.082,0.0241,6.11E-06,0.342,0.833,119.964,168125,,,,,,,,,,
6071,Scared to Be Lonely___Martin Garrix,Martin Garrix,Scared to Be Lonely,51699,4/29/20 20:00,0.584,0.54,-7.786,0.0576,0.0895,0,0.261,0.195,137.972,220883,,,,,,,,,,
6072,Permanent___Kygo,Kygo,Permanent,773,4/29/20 20:00,0.64,0.636,-6.718,0.0277,0.0123,0,0.0818,0.24,108.017,228280,,,,,,,,,,
6073,Permanent___Kygo,Kygo,Permanent,775,4/29/20 20:00,0.64,0.636,-6.718,0.0277,0.0123,0,0.0818,0.24,108.017,228280,,,,,,,,,,
6074,If I Lose Myself - Alesso vs OneRepublic___OneRepublic,OneRepublic,If I Lose Myself - Alesso vs OneRepublic,24754,4/29/20 20:00,0.523,0.782,-4.846,0.041,0.219,1.03E-05,0.133,0.164,125.998,214813,,,,,,,,,,
6075,Lonely Together (feat. Rita Ora)___Avicii,Avicii,Lonely Together (feat. Rita Ora),718,4/29/20 20:00,0.655,0.666,-5.309,0.0612,0.134,2.12E-05,0.0683,0.272,102.977,181812,,,,,,,,,,
6076,Lonely Together (feat. Rita Ora)___Avicii,Avicii,Lonely Together (feat. Rita Ora),1860,4/29/20 20:00,0.655,0.666,-5.309,0.0612,0.134,2.12E-05,0.0683,0.272,102.977,181812,,,,,,,,,,
6077,Without You (feat. Sandro Cavazza)___Avicii,Avicii,Without You (feat. Sandro Cavazza),1407,4/29/20 20:01,0.662,0.858,-4.844,0.0428,0.00163,0,0.0456,0.295,133.993,181673,,,,,,,,,,
6078,ID8___Dimitri Vangelis & Wyman,Dimitri Vangelis & Wyman,ID8,5170,4/29/20 20:01,0.576,0.948,-4.251,0.0898,0.0198,0.000123,0.683,0.193,128.029,197184,,,,,,,,,,
6079,You're Not Alone___ARTY,ARTY,You're Not Alone,1468,4/29/20 20:01,0.535,0.844,-5.458,0.0396,0.119,0,0.106,0.266,126.046,236190,,,,,,,,,,
6080,Tell Me I'm Fine___Adam North,Adam North,Tell Me I'm Fine,2604,4/29/20 20:01,0.699,0.733,-8.124,0.11,0.299,1.09E-06,0.301,0.337,126.124,172262,,,,,,,,,,
6081,Piece Of Your Heart___MEDUZA,MEDUZA,Piece Of Your Heart,129350,4/29/20 20:03,0.677,0.744,-6.806,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,,,,,,,,,,
6082,Don't Worry Be Happy___Nora Van Elken,Nora Van Elken,Don't Worry Be Happy,77156,4/29/20 20:04,0.81,0.873,-4.949,0.0518,0.0369,0.731,0.111,0.184,121.958,155585,,,,,,,,,,
6083,Sun Is Shining___Lost Frequencies,Lost Frequencies,Sun Is Shining,189243,4/29/20 20:07,0.619,0.852,-7.096,0.0341,0.00681,0.021,0.108,0.209,121.985,189243,,,,,,,,,,
6084,Roots___Valerie Broussard,Valerie Broussard,Roots,184563,4/29/20 20:10,0.683,0.785,-4.879,0.037,0.0643,1.34E-05,0.177,0.581,122.997,184564,,,,,,,,,,
6085,Roses - Imanbek Remix___SAINt JHN,SAINt JHN,Roses - Imanbek Remix,176218,4/29/20 20:13,0.785,0.721,-5.457,0.0506,0.0149,0.00432,0.285,0.894,121.962,176219,,,,,,,,,,
6086,Feed Me With Love___Discrete,Discrete,Feed Me With Love,203569,4/29/20 20:16,0.79,0.833,-5.454,0.0726,0.0193,0.000807,0.128,0.657,120.042,203570,,,,,,,,,,
6087,Remember___Third Party,Third Party,Remember,138444,4/29/20 20:19,0.679,0.61,-10.936,0.0305,0.585,9.51E-05,0.156,0.554,123.978,227186,,,,,,,,,,
6088,Born To Love (feat. SHELLS)___MEDUZA,MEDUZA,Born To Love (feat. SHELLS),58450,4/29/20 20:20,0.722,0.856,-6.392,0.0338,0.0305,0.0597,0.231,0.827,121.99,162295,,,,,,,,,,
6089,Potions___SLANDER,SLANDER,Potions,215200,4/29/20 20:23,0.545,0.323,-12.006,0.0391,0.102,2.74E-06,0.107,0.193,149.941,215200,,,,,,,,,,
6090,Summer___Calvin Harris,Calvin Harris,Summer,9450,4/29/20 20:23,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,,,,,,,,,,
6091,Live The Night___W&W,W&W,Live The Night,132936,4/30/20 3:44,0.805,0.968,-3.909,0.227,0.00707,0.00091,0.368,0.211,127.984,133125,,,,,,,,,,
6092,Backlash - Martin Garrix Radio Edit___DubVision,DubVision,Backlash - Martin Garrix Radio Edit,172937,4/30/20 3:46,0.603,0.792,-4.782,0.0472,0.00233,2.74E-06,0.168,0.195,126.926,172913,,,,,,,,,,
6093,Faded - Tungevaag & Raaban Remix___Alan Walker,Alan Walker,Faded - Tungevaag & Raaban Remix,251445,4/30/20 3:51,0.638,0.81,-6.836,0.0671,0.00742,0.0475,0.101,0.155,128.041,251507,,,,,,,,,,
6094,Don't Let Me Down (feat. Daya) - W&W Remix___The Chainsmokers,The Chainsmokers,Don't Let Me Down (feat. Daya) - W&W Remix,194936,4/30/20 3:54,0.431,0.877,-5.677,0.121,0.041,0.00128,0.126,0.484,159.897,195093,,,,,,,,,,
6095,Lightning Strikes___Steve Aoki,Steve Aoki,Lightning Strikes,237938,4/30/20 3:58,0.619,0.979,-6.194,0.108,0.0277,0.06,0.296,0.13,130.009,238128,,,,,,,,,,
6096,Alone - MRVLZ Remix___Marshmello,Marshmello,Alone - MRVLZ Remix,165943,4/30/20 4:01,0.625,0.921,-3.29,0.0305,0.0412,1.21E-05,0.0782,0.494,100.004,166002,,,,,,,,,,
6097,Like I Do___David Guetta,David Guetta,Like I Do,202431,4/30/20 4:04,0.635,0.9,-3.719,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,,,,,,,,,,
6098,Summer___Calvin Harris,Calvin Harris,Summer,4670,5/1/20 0:43,0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533,,,,,,,,,,
6099,Underground___Quintino,Quintino,Underground,172499,5/1/20 0:46,0.521,0.842,-5.154,0.0472,0.000891,0.0234,0.0445,0.142,93.984,264300,,,,,,,,,,
6100,Anywhere - R3hab Remix___Rita Ora,Rita Ora,Anywhere - R3hab Remix,174953,5/1/20 0:49,0.67,0.864,-2.864,0.0321,0.0387,0,0.101,0.332,107.053,174953,,,,,,,,,,
6101,Secrets - Don Diablo’s VIP Mix___Tiësto,Tiësto,Secrets - Don Diablo’s VIP Mix,259523,5/1/20 0:53,0.692,0.786,-3.058,0.0436,0.00127,0.0646,0.105,0.188,125.996,259524,,,,,,,,,,
6102,Like I Do___David Guetta,David Guetta,Like I Do,202500,5/1/20 0:56,0.635,0.9,-3.719,0.0377,0.00664,0.0145,0.37,0.15,127.978,202500,,,,,,,,,,
6103,Shinzo wo Sasageyo!___Linked Horizon,Linked Horizon,Shinzo wo Sasageyo!,341413,5/1/20 1:02,0.44,0.983,-4.36,0.0868,0.22,0,0.26,0.203,159.968,341413,,,,,,,,,,
6104,Beast (All as One)___Dimitri Vegas & Like Mike,Dimitri Vegas & Like Mike,Beast (All as One),16308,5/1/20 1:19,0.333,0.985,-2.843,0.0563,0.0326,0.769,0.226,0.393,135.24,189826,,,,,,,,,,
6105,Underground___Quintino,Quintino,Underground,91626,5/1/20 1:55,0.521,0.842,-5.154,0.0472,0.000891,0.0234,0.0445,0.142,93.984,264300,,,,,,,,,,
6106,*〜アスタリスク〜(第1〜25話OP)___Muray,Muray,*〜アスタリスク〜(第1〜25話OP),3195,5/1/20 1:56,0.54,0.924,-5.68,0.0403,0.0338,0.000437,0.34,0.717,127.198,254245,,,,,,,,,,
6107,Here To Stay (feat. NANAMI)___Yellow Claw,Yellow Claw,Here To Stay (feat. NANAMI),27085,5/1/20 1:56,0.552,0.896,-4.883,0.0481,0.0222,0.248,0.106,0.285,75.005,183080,,,,,,,,,,
6108,Torn Apart___John Williams,John Williams,Torn Apart,15192,5/1/20 1:56,0.078,0.128,-14.775,0.0444,0.921,0.855,0.0725,0.0374,79.208,259067,,,,,,,,,,
6109,Torn Apart___Eredaze,Eredaze,Torn Apart,14887,5/1/20 1:56,0.653,0.505,-11.587,0.0422,0.0747,1.62E-06,0.114,0.114,92.999,186000,,,,,,,,,,
6110,Velonica (第190〜214話 OP)___Muray,Muray,Velonica (第190〜214話 OP),2693,5/1/20 1:57,0.442,0.94,-4.285,0.0715,0.00104,0.000148,0.119,0.626,137.02,280292,,,,,,,,,,
6111,D-tecnoLife(第26〜51話OP)___ClockWork Nakajima,ClockWork Nakajima,D-tecnoLife(第26〜51話OP),2198,5/1/20 1:57,0.467,0.709,-6.396,0.0609,0.00917,0,0.308,0.332,167.912,233601,,,,,,,,,,
6112,MOVIN!!(第87〜97話 ED)___Muray,Muray,MOVIN!!(第87〜97話 ED),3441,5/1/20 1:57,0.69,0.858,-4.884,0.157,0.441,0,0.0859,0.928,167.918,257811,,,,,,,,,,
6113,Rolling star(第98〜120話 OP)___Natsuko,Natsuko,Rolling star(第98〜120話 OP),3949,5/1/20 1:57,0.506,0.811,-5.554,0.0385,0.0111,0,0.142,0.496,160.997,189520,,,,,,,,,,
6114,CHU-BURA(第168〜189話 OP)___Yuuki Okamoto,Yuuki Okamoto,CHU-BURA(第168〜189話 OP),1932,5/1/20 1:57,0.476,0.918,-2.436,0.059,0.0187,0,0.0784,0.471,89.567,272000,,,,,,,,,,
6115,D-tecnoLife(第26〜51話OP)___ClockWork Nakajima,ClockWork Nakajima,D-tecnoLife(第26〜51話OP),5696,5/1/20 1:57,0.467,0.709,-6.396,0.0609,0.00917,0,0.308,0.332,167.912,233601,,,,,,,,,,
6116,一輪の花(第52〜74話OP)___AVACO,AVACO,一輪の花(第52〜74話OP),1689,5/1/20 1:57,0.531,0.855,-5.686,0.0441,0.000449,7.45E-05,0.293,0.471,97.459,224062,,,,,,,,,,
6117,*〜アスタリスク〜(第1〜25話OP)___Muray,Muray,*〜アスタリスク〜(第1〜25話OP),1931,5/1/20 1:57,0.54,0.924,-5.68,0.0403,0.0338,0.000437,0.34,0.717,127.198,254245,,,,,,,,,,
6118,Rolling star(第98〜120話 OP)___Natsuko,Natsuko,Rolling star(第98〜120話 OP),2677,5/1/20 1:57,0.506,0.811,-5.554,0.0385,0.0111,0,0.142,0.496,160.997,189520,,,,,,,,,,
6119,ALONES(第121〜143話 OP)___Yuuki Okamoto,Yuuki Okamoto,ALONES(第121〜143話 OP),1427,5/1/20 1:57,0.43,0.89,-2.151,0.0461,0.0329,2.65E-06,0.165,0.53,186.073,256802,,,,,,,,,,
6120,ALONES(第121〜143話 OP)___Yuuki Okamoto,Yuuki Okamoto,ALONES(第121〜143話 OP),2697,5/1/20 1:57,0.43,0.89,-2.151,0.0461,0.0329,2.65E-06,0.165,0.53,186.073,256802,,,,,,,,,,
6121,"TONIGHT, TONIGHT, TONIGHT(第75〜97話 OP)___TAKEISHI",TAKEISHI,"TONIGHT, TONIGHT, TONIGHT(第75〜97話 OP)",17690,5/1/20 1:57,0.352,0.724,-3.751,0.0532,0.0323,0,0.288,0.438,177.899,166475,,,,,,,,,,
6122,Baby It's You(第98〜109話 ED)___Muray,Muray,Baby It's You(第98〜109話 ED),3188,5/1/20 1:57,0.64,0.952,-5.148,0.163,0.0177,0,0.343,0.747,102.942,237670,,,,,,,,,,
6123,Velonica (第190〜214話 OP)___Muray,Muray,Velonica (第190〜214話 OP),4628,5/1/20 1:58,0.442,0.94,-4.285,0.0715,0.00104,0.000148,0.119,0.626,137.02,280292,,,,,,,,,,
6124,アニマロッサ(第243〜265話 OP)___Muray,Muray,アニマロッサ(第243〜265話 OP),2956,5/1/20 1:58,0.555,0.947,-3.801,0.0575,0.0194,1.31E-06,0.0837,0.691,116.97,270769,,,,,,,,,,
6125,chAngE(第266〜291話 OP)___Mami,Mami,chAngE(第266〜291話 OP),2697,5/1/20 1:58,0.446,0.96,-3.788,0.106,0.032,0,0.0506,0.626,164.763,249835,,,,,,,,,,
6126,少女S(第215〜242話 OP)___Kanako,Kanako,少女S(第215〜242話 OP),2940,5/1/20 1:58,0.613,0.892,-2.709,0.0363,0.251,0.00492,0.0625,0.881,135.964,190588,,,,,,,,,,
6127,BLUE(第317〜342話 OP)___Muray,Muray,BLUE(第317〜342話 OP),29440,5/1/20 1:58,0.39,0.94,-3.061,0.106,0.000609,0,0.207,0.648,161.96,204444,,,,,,,,,,
6128,Never Meant to Belong___L'Orchestra Numerique,L'Orchestra Numerique,Never Meant to Belong,14056,5/1/20 1:59,0.441,0.258,-13.7,0.0418,0.974,0.832,0.11,0.111,67.987,327353,,,,,,,,,,
6129,HARUKAZE(第343〜366話 OP)___Reiko Nakanishi,Reiko Nakanishi,HARUKAZE(第343〜366話 OP),24196,5/1/20 1:59,0.504,0.786,-1.213,0.0323,0.0371,0,0.119,0.432,164.941,274909,,,,,,,,,,
6130,Re:pray(第343〜354話 ED)___Yuko Koura,Yuko Koura,Re:pray(第343〜354話 ED),5944,5/1/20 1:59,0.544,0.707,-5.427,0.0254,0.229,1.67E-05,0.0825,0.539,160.002,307500,,,,,,,,,,
6131,MASK(第355〜366話 ED)___Muray,Muray,MASK(第355〜366話 ED),2936,5/1/20 1:59,0.505,0.933,-2.087,0.043,0.0195,0,0.28,0.569,144.944,291310,,,,,,,,,,
6132,"Here to Stay (From ""Bleach"")___Michael Tai",Michael Tai,"Here to Stay (From ""Bleach"")",10643,5/1/20 1:59,0.517,0.0344,-17.465,0.0678,0.987,0.828,0.0944,0.0525,131.429,312135,,,,,,,,,,
6133,Will of the Heart___Harajuku Nation,Harajuku Nation,Will of the Heart,8999,5/1/20 1:59,0.541,0.0811,-14.163,0.0357,0.802,0.858,0.0952,0.113,65.638,229855,,,,,,,,,,
6134,"Soundscape to Ardor (Morning Remembrance) - From ""Bleach""___Vasaria Project",Vasaria Project,"Soundscape to Ardor (Morning Remembrance) - From ""Bleach""",59205,5/1/20 2:00,0.616,0.357,-16.846,0.0505,0.989,0.936,0.0966,0.466,117.998,76000,,,,,,,,,,
6135,Walk Away (feat. Jimmy Clash)___Tony Junior,Tony Junior,Walk Away (feat. Jimmy Clash),14196,5/1/20 2:01,0.66,0.854,-3.456,0.119,0.0526,0.0795,0.0382,0.501,127.998,172031,,,,,,,,,,
6136,El Mariachi___Bassjackers,Bassjackers,El Mariachi,22947,5/1/20 2:01,0.717,0.898,-1.575,0.0347,0.00952,0.919,0.146,0.161,128.017,157510,,,,,,,,,,
6137,Won't Stop Rocking___R3HAB,R3HAB,Won't Stop Rocking,4178,5/1/20 2:01,0.593,0.869,-3.454,0.0575,0.0945,0.00428,0.184,0.173,128.003,187500,,,,,,,,,,
6138,CHU-BURA (BLEACH)___Yuuki Okamoto,Yuuki Okamoto,CHU-BURA (BLEACH),7681,5/1/20 2:01,0.476,0.918,-2.436,0.059,0.0187,0,0.0784,0.471,89.567,272000,,,,,,,,,,
6139,Invisible Children___KSHMR,KSHMR,Invisible Children,4629,5/1/20 2:01,0.624,0.984,-3.496,0.0639,0.00354,0.33,0.2,0.0598,128.092,171693,,,,,,,,,,
6140,Split (Only U)___Tiësto,Tiësto,Split (Only U),2683,5/1/20 2:01,0.634,0.927,-3.282,0.136,0.048,0.687,0.0864,0.35,128.016,256641,,,,,,,,,,
6141,Clannad - The Place Where Wishes Come True___Kenzie Smith Piano,Kenzie Smith Piano,Clannad - The Place Where Wishes Come True,6197,5/1/20 2:02,0.756,0.0645,-18.164,0.137,0.959,0.894,0.153,0.516,132.033,207745,,,,,,,,,,
6142,Gurenge___R A Y,R A Y,Gurenge,2192,5/1/20 2:02,0.678,0.674,-4.575,0.0305,0.28,0.903,0.115,0.349,120.108,250500,,,,,,,,,,
6143,Roaring Tides___Cat Trumpet,Cat Trumpet,Roaring Tides,4696,5/1/20 2:02,0.747,0.087,-30.341,0.134,0.993,0.884,0.0926,0.479,115.458,200845,,,,,,,,,,
6144,Dango Daikazoku___Cat Trumpet,Cat Trumpet,Dango Daikazoku,8698,5/1/20 2:02,0.633,0.162,-17.247,0.0522,0.957,0.744,0.092,0.667,100.026,180788,,,,,,,,,,
6145,"At Night Fall (From ""Sword Art Online"")___Michael Tai",Michael Tai,"At Night Fall (From ""Sword Art Online"")",6926,5/1/20 2:03,0.419,0.00276,-41.576,0.0657,0.993,0.923,0.0658,0.285,131.7,113920,,,,,,,,,,
6146,Roaring Tides___Cat Trumpet,Cat Trumpet,Roaring Tides,61192,5/1/20 2:03,0.747,0.087,-30.341,0.134,0.993,0.884,0.0926,0.479,115.458,200845,,,,,,,,,,
6147,"Kataware Doki (From ""Kimi no Na wa"")___Michael Tai",Michael Tai,"Kataware Doki (From ""Kimi no Na wa"")",2195,5/1/20 2:03,0.696,0.0484,-20.376,0.0409,0.989,0.617,0.282,0.218,104.934,222380,,,,,,,,,,
6148,"The Reluctant Heroes (From ""Attack On Titan"")___Michael Tai",Michael Tai,"The Reluctant Heroes (From ""Attack On Titan"")",7640,5/1/20 2:03,0.423,0.297,-14.237,0.0505,0.973,0.939,0.0942,0.0521,125.421,238239,,,,,,,,,,
6149,"Watashi no Uso (From ""Shigatsu wa Kimi no Uso"")___Michael Tai",Michael Tai,"Watashi no Uso (From ""Shigatsu wa Kimi no Uso"")",5319,5/1/20 2:04,0.636,0.0704,-21.737,0.108,0.98,0.895,0.098,0.249,94.864,182044,,,,,,,,,,
6150,Takeaway___The Chainsmokers,The Chainsmokers,Takeaway,7432,5/1/20 6:08,0.528,0.511,-8.144,0.0324,0.126,0,0.101,0.351,100.1,209880,,,,,,,,,,
